書名	総合評価	戦法	著者	発行年月	難易度
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8197/4-8197-0362-5.htm"",""実戦の振り飛車破り"")"	C	四間飛車, 居飛車, 振り飛車, 三間飛車, 中飛車		2000年8月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/2076/2076-0002-1535.htm"",""第1回・朝日アマ将棋名人戦"")"	B	四間飛車, 中飛車, 居飛車, 三間飛車	朝日新聞学芸部	1980年1月	"Not
        found at Amazon.co.jp"
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-565-1.htm"",""急戦！振り飛車破り(4) 徹底4五歩早仕掛け"")"	A	四間飛車, 居飛車, 振り飛車, 三間飛車, 中飛車		1992年5月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/06/4-06-200511-5.htm"",""史上最強！ワセダ将棋 あなたも“強豪”になれる"")"	A	居飛車		1983年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/422/4-422-75088-7.htm"",""将棋必勝シリーズ プロの実戦に学ぶ妙手 勝てる将棋格言36 あらゆるシーンで思い出せる勝つための知恵の素"")"	A			2003年8月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/471/4-471-13141-9.htm"",""屋敷伸之の忍者将棋 必勝!! 同型将棋破り"")"	B	居飛車, 角換わり, 中飛車	屋敷伸之	1993年5月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8197/4-8197-0309-9.htm"",""必殺！カニカニ銀 究極の二枚銀戦法"")"	A	居飛車, 横歩取り		1992年2月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/643/4-643-03005-4.htm"",""第十五期竜王決定七番勝負 激闘譜 羽生善治 VS 阿部隆"")"	C	中飛車, 横歩取り	読売新聞社	2003年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8399/4-8399-1075-8.htm"",""新 谷川浩司全集 1"")"	A	四間飛車, 角換わり, 横歩取り		2003年6月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-685-2.htm"",""9手詰めパラダイス"")"	C		詰将棋パラダイス 週刊将棋	1997年7月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-684-4.htm"",""7手詰めパラダイス"")"	C		詰将棋パラダイス 週刊将棋	1997年5月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/643/4-643-02003-2.htm"",""第十四期竜王決定七番勝負 激闘譜 藤井猛 VS 羽生善治"")"	C	四間飛車, 居飛車, 横歩取り	読売新聞社	2002年2月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-601-1.htm"",""伊藤果直伝！ 風車の美学"")"	C	居飛車, 中飛車, 四間飛車	週刊将棋	1994年6月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/643/4-643-01004-5.htm"",""第十三期竜王決定七番勝負 激闘譜 藤井 猛 VS 羽生善治"")"	C	四間飛車, 居飛車, 横歩取り, 三間飛車	読売新聞社	2001年2月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/309/4-309-73134-1.htm"",""最強将棋塾 谷川浩司の戦いの絶対感覚"")"	A			2003年4月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8399/4-8399-0940-7.htm"",""プロの将棋シリーズ(3) コーヤン流三間飛車の極意 持久戦編"")"	A	四間飛車, 居飛車, 三間飛車		2003年4月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/643/4-643-00005-8.htm"",""第十二期竜王決定七番勝負 激闘譜 藤井 猛 VS 鈴木大介"")"	C	四間飛車, 中飛車, 居飛車, 三間飛車, 振り飛車	読売新聞社	2000年2月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/643/4-643-99017-1.htm"",""第十一期竜王決定七番勝負 激闘譜 谷川浩司 VS 藤井 猛"")"	C	四間飛車, 居飛車, 三間飛車	読売新聞社	1998年2月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/643/4-643-98013-3.htm"",""第十期竜王決定七番勝負 激闘譜 谷川浩司 VS 真田圭一"")"	C	居飛車, 角換わり, 横歩取り	読売新聞社	1998年2月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-545-7.htm"",""世紀末四間飛車 急戦之巻"")"	A	四間飛車, 振り飛車, 居飛車		1990年12月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-544-9.htm"",""手筋の達人(2) 矢倉応用編"")"	B		週刊将棋	1990年12月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-542-2.htm"",""手筋の達人(1) 矢倉基本編"")"	B		週刊将棋	1990年10月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/537/4-537-20081-2.htm"",""3日間で強くなる将棋の本 詰め将棋を楽しみながら実力アップ"")"	A			2001年10月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/643/4-643-97023-5.htm"",""第九期竜王決定七番勝負 激闘譜 羽生善治 VS 谷川浩司"")"	C	四間飛車, 角換わり, 居飛車, 横歩取り	読売新聞社	1997年2月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8197/4-8197-0404-4.htm"",""詰将棋パワードリル 216 右脳直感トレーニング！3手5手詰"")"	C			1996年1月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-640-2.htm"",""相振り革命"")"	S	四間飛車, 居飛車, 振り飛車, 三間飛車		1995年10月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/0076/0076-670001-7904.htm"",""第三十六期将棋名人戦 全記録"")"	C	四間飛車, 中飛車	毎日新聞社	1978年8月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/643/4-643-96021-3.htm"",""第八期竜王決定七番勝負 激闘譜 羽生善治──佐藤康光"")"	D	四間飛車, 中飛車, 居飛車	読売新聞社	1996年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/0076/0076-100103-0316.htm"",""定本 大山の駒落ち"")"	S	四間飛車		1979年11月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8399/4-8399-1006-5.htm"",""振り飛車ワールド 第二巻"")"	B	四間飛車, 中飛車, 居飛車, 振り飛車		2003年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/0076/0076-003053-0049.htm"",""第三十五期将棋名人戦 全記録 ──中原名人五連覇で永世名人に──"")"	B	中飛車	朝日新聞東京本社学芸部	1976年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/643/4-643-95012-9.htm"",""第七期竜王決定七番勝負 激闘譜 羽生善治──佐藤康光"")"	C	中飛車, 居飛車	読売新聞社	1995年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/381/4-381-10455-2.htm"",""MAN TO MAN BOOKS スラスラ咎める 将棋悪手集"")"	B	居飛車		1980年1月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/480/4-480-69810-8.htm"",""現代将棋講座10 駒落ち戦法"")"	A	四間飛車, 三間飛車		1983年4月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/415/4-415-04650-9.htm"",""これだけできれば 将棋五級 （5,6,7級の問題）"")"	B			1993年7月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/2076/2076-10903-5892.htm"",""超初心詰将棋"")"	B			1976年9月	"Not
        found at Amazon.co.jp"
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/415/4-415-04703-3.htm"",""将棋入門シリーズ(3) 駒落ち定跡"")"	C	四間飛車, 居飛車, 三間飛車		1987年2月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/643/4-643-94013-1.htm"",""第六期竜王決定七番勝負 激闘譜 羽生善治──佐藤康光"")"	C	居飛車	読売新聞社	1994年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/0076/0076-003044-0049.htm"",""第三十四期将棋名人戦 全記録 ──激闘九番、中原名人四連覇──"")"	B	四間飛車, 中飛車, 三間飛車	朝日新聞東京本社学芸部	1975年10月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/2276/2276-094102-2265.htm"",""実力将棋大学(4) 初級詰将棋手帖"")"	B		下平幸男	1977年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-625-9.htm"",""新終盤の定跡(2) ザ 決め手！"")"	C		週刊将棋	1995年2月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/422/4-422-75073-9.htm"",""初段に挑戦する将棋シリーズ(23) 駒落ちテクニック 上手をやっつけろ！"")"	A	四間飛車		1990年1月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/643/4-643-93018-7.htm"",""第五期竜王決定七番勝負 激闘譜 谷川浩司──羽生善治"")"	C	居飛車, 角換わり, 中飛車, 横歩取り	読売新聞社	1993年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/0076/0076-003023-0049.htm"",""第三十三期将棋名人戦 全記録 ──中原名人苦闘の防衛──"")"	B	四間飛車, 中飛車, 居飛車, 三間飛車, 振り飛車	朝日新聞東京本社学芸部	1974年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-600-3.htm"",""これ一冊で免状獲得 初段にチャレンジ"")"	D		週刊将棋 【監修】 森	1994年6月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-517-1.htm"",""週将ブックスオレンジシリーズ 上手を泣かす 駒落ちハンドブック"")"	C			1988年2月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-503-1.htm"",""週将ブックスオレンジシリーズ(3) 超初心者向け詰将棋 らくらく詰ませる3手・5手"")"	B		中原誠	1985年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8399/4-8399-0939-3.htm"",""プロの将棋シリーズ(2) コーヤン流三間飛車の極意 急戦編"")"	B	四間飛車, 居飛車, 三間飛車		2003年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-543-0.htm"",""週将ブックス 詰棋カクテル 気ままにひとくち"")"	C		週刊将棋	1990年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/905689/4-905689-48-1.htm"",""新・駒落革命"")"	B	四間飛車, 中飛車, 居飛車	榊秋介	1994年1月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-592-9.htm"",""若手精鋭3人による最新の研究と実戦 振り飛車党宣言！(2) 三間飛車"")"	B	四間飛車, 振り飛車, 三間飛車		1994年2月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-501-5.htm"",""週将ブックス 駒落ち必勝法 定跡なんかフッとばせ"")"	A	居飛車		1985年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-595-3.htm"",""これ一冊で免状獲得 初段にチャレンジ"")"	D		週刊将棋 【監修】 森	1994年4月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-658-5.htm"",""小駒の必勝テクニック"")"	A			1997年6月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89806/4-89806-175-3.htm"",""棋士と扇子"")"	-			2002年6月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-534-1.htm"",""終盤の定跡(2) 応用編"")"	C		週刊将棋	1989年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-594-5.htm"",""清水市代の 囲いのエッセンス"")"	B			1994年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-502-3.htm"",""週将ブックス この一冊で免状がとれる 初段にアタック"")"	B		週刊将棋	1985年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-635-6.htm"",""金言玉言新角言 知って得する将棋サバイバル術 （""外伝""姉妹書）"")"	A	居飛車	週刊将棋	1995年8月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/380/4-380-97274-7.htm"",""将棋記者 血涙二十番勝負"")"	E	四間飛車, 振り飛車, 居飛車		1997年8月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-536-8.htm"",""奇襲大全"")"	A	四間飛車, 角換わり, 居飛車, 中飛車		1989年12月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-554-6.htm"",""秘法巻之参 大覇道伝説"")"	C	居飛車	週刊将棋	1991年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/0095/0095-302647-2253.htm"",""石垣流二枚落大血戦"")"	B			1975年2月	"Not
        found at Amazon.co.jp"
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-533-3.htm"",""終盤の定跡（１）基本編"")"	A		週刊将棋	1989年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/0076/0076-003011-0049.htm"",""第三十二期 将棋名人戦 全記録 ──中原名人初防衛成る──"")"	B	四間飛車, 居飛車, 中飛車	朝日新聞東京本社学芸部	1973年8月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/0076/0076-003006-0049.htm"",""第三十一期 将棋名人戦 全記録 ──中原新名人生れる──"")"	B	四間飛車, 中飛車, 三間飛車	朝日新聞東京本社学芸部	1972年8月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/262/4-262-10122-3.htm"",""どんどん力がつく 駒落ち将棋の指し方入門"")"	C		中原誠	1997年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8399/4-8399-0938-5.htm"",""プロの将棋シリーズ(1) 鈴木流 豪快中飛車の極意"")"	A	居飛車, 振り飛車, 中飛車		2003年2月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/643/4-643-92016-5.htm"",""第四期 竜王決定七番勝負 激闘譜 谷川浩司──森下卓"")"	C	角換わり, 横歩取り	読売新聞社	1992年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/643/4-643-91022-4.htm"",""第三期 竜王決定七番勝負 激闘譜 羽生善治──谷川浩司"")"	C	四間飛車, 角換わり, 居飛車	読売新聞社	1991年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/0093/0093-127051-2253.htm"",""続 血涙十番勝負"")"	C			1974年	"Not
        found at Amazon.co.jp"
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/643/4-643-90025-3.htm"",""第二期 竜王決定七番勝負 激闘譜 島 朗──羽生善治"")"	C	四間飛車, 居飛車, 角換わり, 横歩取り, 中飛車	読売新聞社	1990年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/0093/0093-125770-2253.htm"",""血涙十番勝負"")"	C	四間飛車		1972年	"Not
        found at Amazon.co.jp"
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8399/4-8399-0902-4.htm"",""振り飛車ワールド 第一巻"")"	B	四間飛車, 居飛車, 振り飛車, 三間飛車		2003年1月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8197/4-8197-0255-6.htm"",""先ちゃんの順位戦泣き笑い熱局集"")"	A			2000年8月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/09/4-09-379011-6.htm"",""駒落ち将棋必勝法 プロに勝った！"")"	A			1994年8月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/00/4-00-006590-4.htm"",""岩波 科学ライブラリー 90 コンピュータは名人を超えられるか"")"	B			2002年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/576/4-576-86073-9.htm"",""サラブレッド･ブックス(439) 必勝の手筋─うそ手の裏に本手あり だから負ける この悪手 誰も教えなかった逆発想の上達法"")"	D			1986年7月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8197/4-8197-0367-6.htm"",""谷川の21世紀定跡（2） 横歩取り△8五飛戦法"")"	B	横歩取り		2002年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8399/4-8399-0836-2.htm"",""初級必修 次の一手105"")"	D		週刊将棋	2002年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/381/4-381-10456-0.htm"",""MAN TO MAN BOOKS スラスラ研く 入段棋力集"")"	D			1979年10月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/422/4-422-75075-5.htm"",""将棋必勝シリーズ 最新 棒銀戦法 単純かつ破壊力抜群！"")"	C	角換わり, 居飛車		2001年1月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-660-7.htm"",""新手年鑑 vol.2"")"	A	四間飛車, 角換わり, 横歩取り		1996年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8197/4-8197-0211-4.htm"",""村山聖名局譜"")"	A			2000年1月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-636-4.htm"",""新手年鑑 vol.1"")"	B	四間飛車, 角換わり, 横歩取り		1995年8月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/262/4-262-10126-6.htm"",""気持ちいいほど終盤の急所がわかる 勝つ将棋・詰めろ入門"")"	B		中原誠	1999年7月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-661-5.htm"",""難問疑問解明シリーズ ゼったい詰まない Zの法則"")"	B			1996年10月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8197/4-8197-0308-0.htm"",""ミラクル終盤術 ○寄せ手筋をパターン化して詳解○"")"	C			1991年1月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-585-6.htm"",""名局コレクション[2] 角換わり"")"	C	角換わり, 横歩取り	週刊将棋	1993年10月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8197/4-8197-0339-0.htm"",""パーフェクトシリーズ 〔定跡〕相振り飛車 速攻！即効！戦型を細分化して徹底解説!!"")"	C	四間飛車, 振り飛車, 三間飛車		1998年1月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-639-9.htm"",""秘伝 穴熊王 ──堅い・攻めてる・切れない・勝ち！"")"	B		美馬和夫 【編 者】 週刊将棋	1995年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/422/4-422-75069-0.htm"",""初段に挑戦する将棋シリーズ(19) 急戦左美濃戦法 振り飛車破りの切り札"")"	B	四間飛車, 中飛車, 振り飛車, 三間飛車		1988年4月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-553-8.htm"",""秘法巻之弐 左美濃伝説"")"	A	四間飛車, 振り飛車, 居飛車, 中飛車	週刊将棋	1991年8月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-511-2.htm"",""週将ブックスオレンジシリーズ(9) 高橋将棋の真髄 フレッシュ王位の実戦10局"")"	D	四間飛車		1987年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-559-7.htm"",""週刊将棋特選 好プレー・珍プレー集(1) やじ馬観戦日記"")"	B		週刊将棋	1992年2月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8399/4-8399-0013-2.htm"",""天使の助言 悪魔のささやき 将棋好プレー・珍プレー集"")"	B			1998年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/471/4-471-13138-9.htm"",""屋敷伸之の忍者将棋 中終盤!! カラクリ将棋"")"	B	横歩取り	屋敷伸之	1991年12月	
